quality,subgroup,size_sg,size_dataset,positives_sg,positives_dataset,size_complement,relative_size_sg,relative_size_complement,coverage_sg,coverage_complement,target_share_sg,target_share_complement,target_share_dataset,lift
0.023000000000000013,Checking account=='unknown' AND Duration=='>=15.5' AND Job==2,150,1000,128,700,850,0.15,0.85,0.18285714285714286,0.8171428571428572,0.8533333333333334,0.6729411764705883,0.7,1.2190476190476192
0.022900000000000014,Saving accounts=='unknown',183,1000,151,700,817,0.183,0.817,0.21571428571428572,0.7842857142857143,0.825136612021858,0.6719706242350061,0.7,1.1787665886026544
0.022400000000000003,Credit amount=='<3913.5' AND Duration=='<15.5' AND Saving accounts=='little',248,1000,196,700,752,0.248,0.752,0.28,0.72,0.7903225806451613,0.6702127659574468,0.7,1.1290322580645162
0.022100000000000005,Housing=='own' AND Purpose=='radio/TV',227,1000,181,700,773,0.227,0.773,0.25857142857142856,0.7414285714285714,0.7973568281938326,0.6714100905562742,0.7,1.1390811831340466
0.022100000000000005,Checking account=='unknown' AND Job==2 AND Saving accounts=='little',127,1000,111,700,873,0.127,0.873,0.15857142857142856,0.8414285714285714,0.8740157480314961,0.6746849942726232,0.7,1.2485939257592802
0.022000000000000016,Purpose=='radio/TV',280,1000,218,700,720,0.28,0.72,0.31142857142857144,0.6885714285714286,0.7785714285714286,0.6694444444444444,0.7,1.1122448979591837
0.021500000000000012,Age=='>=25.5' AND Saving accounts=='unknown',155,1000,130,700,845,0.155,0.845,0.18571428571428572,0.8142857142857143,0.8387096774193549,0.6745562130177515,0.7,1.19815668202765
0.021000000000000005,Checking account=='unknown' AND Credit amount=='<3913.5' AND Purpose=='car',90,1000,84,700,910,0.09,0.91,0.12,0.88,0.9333333333333333,0.676923076923077,0.7,1.3333333333333335
0.020700000000000003,Credit amount=='<3913.5' AND Duration=='<15.5' AND Purpose=='radio/TV',129,1000,111,700,871,0.129,0.871,0.15857142857142856,0.8414285714285714,0.8604651162790697,0.6762342135476463,0.7,1.2292358803986712
0.020700000000000003,Checking account=='unknown' AND Saving accounts=='unknown',99,1000,90,700,901,0.099,0.901,0.12857142857142856,0.8714285714285714,0.9090909090909091,0.6770255271920089,0.7,1.2987012987012987
0.0207,Checking account=='unknown' AND Duration=='<15.5' AND Saving accounts=='little',89,1000,83,700,911,0.089,0.911,0.11857142857142858,0.8814285714285715,0.9325842696629213,0.677277716794731,0.7,1.332263242375602
0.020400000000000005,Checking account=='unknown' AND Housing=='own' AND Purpose=='car',98,1000,89,700,902,0.098,0.902,0.12714285714285714,0.8728571428571429,0.9081632653061225,0.6773835920177383,0.7,1.2973760932944607
0.02020000000000001,Age=='>=25.5' AND Duration=='<15.5' AND Purpose=='radio/TV',104,1000,93,700,896,0.104,0.896,0.13285714285714287,0.8671428571428571,0.8942307692307693,0.6774553571428571,0.7,1.2774725274725276
0.019999999999999997,Age=='>=25.5' AND Duration=='<15.5' AND Saving accounts=='little',210,1000,167,700,790,0.21,0.79,0.23857142857142857,0.7614285714285715,0.7952380952380952,0.6746835443037975,0.7,1.1360544217687074
0.019799999999999998,Duration=='<15.5' AND Housing=='own' AND Saving accounts=='little',196,1000,157,700,804,0.196,0.804,0.22428571428571428,0.7757142857142857,0.8010204081632653,0.6753731343283582,0.7,1.1443148688046647
0.01960000000000001,Duration=='<15.5' AND Purpose=='radio/TV',132,1000,112,700,868,0.132,0.868,0.16,0.84,0.8484848484848485,0.6774193548387096,0.7,1.2121212121212122
0.019500000000000028,Duration=='<15.5' AND Saving accounts=='little',265,1000,205,700,735,0.265,0.735,0.29285714285714287,0.7071428571428572,0.7735849056603774,0.673469387755102,0.7,1.1051212938005393
0.018800000000000004,Age=='>=25.5' AND Job==2 AND Purpose=='radio/TV',146,1000,121,700,854,0.146,0.854,0.17285714285714285,0.8271428571428572,0.8287671232876712,0.6779859484777517,0.7,1.1839530332681019
0.018600000000000016,Age=='>=25.5' AND Job==2,492,1000,363,700,508,0.492,0.508,0.5185714285714286,0.48142857142857143,0.7378048780487805,0.6633858267716536,0.7,1.054006968641115
0.018600000000000002,Housing=='own' AND Job==2 AND Purpose=='radio/TV',162,1000,132,700,838,0.162,0.838,0.18857142857142858,0.8114285714285714,0.8148148148148148,0.6778042959427207,0.7,1.164021164021164
0.01800000000000001,Housing=='own' AND Saving accounts=='unknown',130,1000,109,700,870,0.13,0.87,0.15571428571428572,0.8442857142857143,0.8384615384615385,0.6793103448275862,0.7,1.197802197802198
0.018000000000000002,Credit amount=='<3913.5' AND Saving accounts=='unknown',120,1000,102,700,880,0.12,0.88,0.1457142857142857,0.8542857142857143,0.85,0.6795454545454546,0.7,1.2142857142857144
0.017900000000000006,Age=='>=25.5' AND Housing=='own' AND Saving accounts=='unknown',113,1000,97,700,887,0.113,0.887,0.13857142857142857,0.8614285714285714,0.8584070796460177,0.6798196166854565,0.7,1.2262958280657397
0.017700000000000004,Age=='>=25.5' AND Credit amount=='<3913.5' AND Saving accounts=='unknown',99,1000,87,700,901,0.099,0.901,0.12428571428571429,0.8757142857142857,0.8787878787878788,0.6803551609322974,0.7,1.2554112554112555
0.0177,Age=='>=25.5' AND Checking account=='unknown' AND Saving accounts=='unknown',89,1000,80,700,911,0.089,0.911,0.11428571428571428,0.8857142857142857,0.898876404494382,0.6805708013172338,0.7,1.2841091492776886
0.01740000000000001,Duration=='<15.5' AND Housing=='own' AND Purpose=='radio/TV',108,1000,93,700,892,0.108,0.892,0.13285714285714287,0.8671428571428571,0.8611111111111112,0.6804932735426009,0.7,1.2301587301587302
0.017200000000000017,Credit amount=='<3913.5' AND Job==2 AND Purpose=='radio/TV',164,1000,132,700,836,0.164,0.836,0.18857142857142858,0.8114285714285714,0.8048780487804879,0.6794258373205742,0.7,1.1498257839721255
0.017200000000000003,Checking account=='unknown' AND Credit amount=='<3913.5' AND Saving accounts=='unknown',64,1000,62,700,936,0.064,0.936,0.08857142857142856,0.9114285714285715,0.96875,0.6816239316239316,0.7,1.3839285714285716
0.016200000000000003,Checking account=='unknown' AND Purpose=='radio/TV' AND Saving accounts=='little',64,1000,61,700,936,0.064,0.936,0.08714285714285715,0.9128571428571428,0.953125,0.6826923076923077,0.7,1.361607142857143
0.015700000000000006,Checking account=='unknown' AND Job==2 AND Saving accounts=='unknown',69,1000,64,700,931,0.069,0.931,0.09142857142857143,0.9085714285714286,0.927536231884058,0.6831364124597207,0.7,1.3250517598343687
0.015700000000000002,Checking account=='unknown' AND Duration=='<15.5' AND Purpose=='radio/TV',59,1000,57,700,941,0.059,0.941,0.08142857142857143,0.9185714285714286,0.9661016949152542,0.6833156216790648,0.7,1.3801452784503632
0.01550000000000001,Job==2 AND Purpose=='radio/TV',195,1000,152,700,805,0.195,0.805,0.21714285714285714,0.7828571428571428,0.7794871794871795,0.6807453416149069,0.7,1.1135531135531136
0.015400000000000007,Checking account=='unknown' AND Duration=='>=15.5' AND Purpose=='radio/TV',68,1000,63,700,932,0.068,0.932,0.09,0.91,0.9264705882352942,0.6834763948497854,0.7,1.323529411764706
0.015400000000000002,Duration=='<15.5' AND Job==2 AND Purpose=='radio/TV',88,1000,77,700,912,0.088,0.912,0.11,0.89,0.875,0.6831140350877193,0.7,1.25
0.0151,Checking account=='unknown' AND Job==2 AND Purpose=='car',77,1000,69,700,923,0.077,0.923,0.09857142857142857,0.9014285714285715,0.8961038961038961,0.6836403033586133,0.7,1.280148423005566
0.015000000000000003,Checking account=='unknown' AND Housing=='own' AND Saving accounts=='unknown',70,1000,64,700,930,0.07,0.93,0.09142857142857143,0.9085714285714286,0.9142857142857143,0.6838709677419355,0.7,1.306122448979592
0.015,Job==2 AND Saving accounts=='unknown',120,1000,99,700,880,0.12,0.88,0.14142857142857143,0.8585714285714285,0.825,0.6829545454545455,0.7,1.1785714285714286
0.014600000000000007,Duration=='<15.5' AND Job==1,122,1000,100,700,878,0.122,0.878,0.14285714285714285,0.8571428571428571,0.819672131147541,0.683371298405467,0.7,1.1709601873536302
0.014600000000000007,Credit amount=='<3913.5' AND Housing=='own' AND Saving accounts=='unknown',92,1000,79,700,908,0.092,0.908,0.11285714285714285,0.8871428571428571,0.8586956521739131,0.683920704845815,0.7,1.2267080745341616
0.014199999999999999,Checking account=='unknown' AND Duration=='<15.5' AND Purpose=='car',54,1000,52,700,946,0.054,0.946,0.07428571428571429,0.9257142857142857,0.9629629629629629,0.6849894291754757,0.7,1.3756613756613756
0.014100000000000005,Age=='>=25.5' AND Job==2 AND Saving accounts=='unknown',97,1000,82,700,903,0.097,0.903,0.11714285714285715,0.8828571428571429,0.845360824742268,0.6843853820598007,0.7,1.207658321060383
0.014000000000000002,Age=='>=25.5' AND Duration=='<15.5' AND Job==1,100,1000,84,700,900,0.1,0.9,0.12,0.88,0.84,0.6844444444444444,0.7,1.2
0.013900000000000006,Housing=='own' AND Job==2 AND Saving accounts=='unknown',83,1000,72,700,917,0.083,0.917,0.10285714285714286,0.8971428571428571,0.8674698795180723,0.6848418756815703,0.7,1.2392426850258176
0.0135,Credit amount=='<3913.5' AND Job==2 AND Saving accounts=='unknown',85,1000,73,700,915,0.085,0.915,0.10428571428571429,0.8957142857142857,0.8588235294117647,0.6852459016393443,0.7,1.226890756302521
0.01340000000000001,Credit amount=='<3913.5' AND Duration=='<15.5' AND Job==1,118,1000,96,700,882,0.118,0.882,0.13714285714285715,0.8628571428571429,0.8135593220338984,0.6848072562358276,0.7,1.1622276029055691
0.013100000000000002,Age=='>=25.5' AND Housing=='own' AND Purpose=='car',197,1000,151,700,803,0.197,0.803,0.21571428571428572,0.7842857142857143,0.766497461928934,0.6836861768368617,0.7,1.0949963741841915
0.01290000000000001,Age=='>=25.5' AND Purpose=='radio/TV' AND Saving accounts=='little',123,1000,99,700,877,0.123,0.877,0.14142857142857143,0.8585714285714285,0.8048780487804879,0.685290763968073,0.7,1.1498257839721255
0.012800000000000004,Age=='>=25.5' AND Duration=='<15.5' AND Saving accounts=='unknown',56,1000,52,700,944,0.056,0.944,0.07428571428571429,0.9257142857142857,0.9285714285714286,0.6864406779661016,0.7,1.326530612244898
0.012500000000000004,Duration=='<15.5' AND Purpose=='radio/TV' AND Saving accounts=='little',85,1000,72,700,915,0.085,0.915,0.10285714285714286,0.8971428571428571,0.8470588235294118,0.6863387978142077,0.7,1.2100840336134455
0.012400000000000012,Credit amount=='<3913.5' AND Housing=='own' AND Saving accounts=='little',328,1000,242,700,672,0.328,0.672,0.3457142857142857,0.6542857142857142,0.7378048780487805,0.6815476190476191,0.7,1.054006968641115
0.012000000000000026,Age=='>=25.5' AND Credit amount=='<3913.5' AND Saving accounts=='little',350,1000,257,700,650,0.35,0.65,0.36714285714285716,0.6328571428571429,0.7342857142857143,0.6815384615384615,0.7,1.0489795918367348
0.012000000000000005,Checking account=='unknown' AND Job==1,70,1000,61,700,930,0.07,0.93,0.08714285714285715,0.9128571428571428,0.8714285714285714,0.6870967741935484,0.7,1.2448979591836735
0.012000000000000002,Checking account=='unknown' AND Duration=='>=15.5' AND Purpose=='car',80,1000,68,700,920,0.08,0.92,0.09714285714285714,0.9028571428571428,0.85,0.6869565217391305,0.7,1.2142857142857144
0.012,Duration=='<15.5' AND Housing=='own' AND Job==1,100,1000,82,700,900,0.1,0.9,0.11714285714285715,0.8828571428571429,0.82,0.6866666666666666,0.7,1.1714285714285715
0.012,Age=='>=25.5' AND Housing=='own' AND Job==1,130,1000,103,700,870,0.13,0.87,0.14714285714285713,0.8528571428571429,0.7923076923076923,0.6862068965517242,0.7,1.1318681318681318
0.011700000000000002,Duration=='<15.5' AND Saving accounts=='unknown',69,1000,60,700,931,0.069,0.931,0.08571428571428572,0.9142857142857143,0.8695652173913043,0.6874328678839957,0.7,1.2422360248447206
0.011600000000000003,Credit amount=='<3913.5' AND Duration=='<15.5' AND Saving accounts=='unknown',62,1000,55,700,938,0.062,0.938,0.07857142857142857,0.9214285714285714,0.8870967741935484,0.6876332622601279,0.7,1.2672811059907836
0.011600000000000003,Age=='>=25.5' AND Checking account=='unknown' AND Job==1,62,1000,55,700,938,0.062,0.938,0.07857142857142857,0.9214285714285714,0.8870967741935484,0.6876332622601279,0.7,1.2672811059907836
0.011400000000000013,Housing=='own' AND Purpose=='radio/TV' AND Saving accounts=='little',138,1000,108,700,862,0.138,0.862,0.15428571428571428,0.8457142857142858,0.782608695652174,0.6867749419953596,0.7,1.1180124223602486
0.01120000000000001,Duration=='>=15.5' AND Saving accounts=='unknown',114,1000,91,700,886,0.114,0.886,0.13,0.87,0.7982456140350878,0.6873589164785553,0.7,1.1403508771929827
0.011200000000000007,Credit amount=='<3913.5' AND Purpose=='radio/TV' AND Saving accounts=='little',144,1000,112,700,856,0.144,0.856,0.16,0.84,0.7777777777777778,0.6869158878504673,0.7,1.1111111111111112
0.010900000000000014,Age=='>=25.5' AND Credit amount=='<3913.5' AND Purpose=='car',193,1000,146,700,807,0.193,0.807,0.20857142857142857,0.7914285714285715,0.7564766839378239,0.6864931846344485,0.7,1.0806809770540342
0.010700000000000006,Duration=='<15.5' AND Job==2 AND Saving accounts=='little',149,1000,115,700,851,0.149,0.851,0.16428571428571428,0.8357142857142857,0.7718120805369127,0.6874265569917744,0.7,1.102588686481304
0.010600000000000007,Checking account=='unknown' AND Duration=='>=15.5' AND Saving accounts=='little',102,1000,82,700,898,0.102,0.898,0.11714285714285715,0.8828571428571429,0.803921568627451,0.688195991091314,0.7,1.1484593837535015
0.0105,Checking account=='unknown' AND Purpose=='car' AND Saving accounts=='little',55,1000,49,700,945,0.055,0.945,0.07,0.93,0.8909090909090909,0.6888888888888889,0.7,1.2727272727272727
0.010400000000000001,Checking account=='unknown' AND Duration=='>=15.5' AND Saving accounts=='unknown',58,1000,51,700,942,0.058,0.942,0.07285714285714286,0.9271428571428572,0.8793103448275862,0.6889596602972399,0.7,1.2561576354679804
0.010300000000000005,Duration=='<15.5' AND Job==1 AND Saving accounts=='little',81,1000,67,700,919,0.081,0.919,0.09571428571428571,0.9042857142857142,0.8271604938271605,0.6887921653971708,0.7,1.181657848324515
0.0103,Checking account=='unknown' AND Duration=='<15.5' AND Saving accounts=='unknown',41,1000,39,700,959,0.041,0.959,0.055714285714285716,0.9442857142857143,0.9512195121951219,0.6892596454640251,0.7,1.3588850174216027
0.010000000000000004,Checking account=='unknown' AND Credit amount=='<3913.5' AND Job==1,60,1000,52,700,940,0.06,0.94,0.07428571428571429,0.9257142857142857,0.8666666666666667,0.6893617021276596,0.7,1.2380952380952381
0.01,Duration=='>=15.5' AND Housing=='own' AND Saving accounts=='unknown',80,1000,66,700,920,0.08,0.92,0.09428571428571429,0.9057142857142857,0.825,0.6891304347826087,0.7,1.1785714285714286
0.009700000000000002,Checking account=='unknown' AND Duration=='<15.5' AND Job==1,49,1000,44,700,951,0.049,0.951,0.06285714285714286,0.9371428571428572,0.8979591836734694,0.6898002103049422,0.7,1.282798833819242
0.009600000000000001,Purpose=='radio/TV' AND Saving accounts=='unknown',52,1000,46,700,948,0.052,0.948,0.06571428571428571,0.9342857142857143,0.8846153846153846,0.689873417721519,0.7,1.2637362637362637
0.009400000000000014,Age=='>=25.5' AND Job==1,158,1000,120,700,842,0.158,0.842,0.17142857142857143,0.8285714285714286,0.759493670886076,0.6888361045130641,0.7,1.08499095840868
0.009400000000000006,Age=='>=25.5' AND Duration=='<15.5' AND Purpose=='car',128,1000,99,700,872,0.128,0.872,0.14142857142857143,0.8585714285714285,0.7734375,0.6892201834862385,0.7,1.1049107142857144
